,Id,source,latitude,longitude,region,country,admin1,localityName,localityQuality,observationDate,reportingDate,status,disease,serotypes,speciesDescription,sumAtRisk,sumCases,sumDeaths,sumDestroyed,sumSlaughtered,humansGenderDesc,humansAge,humansAffected,humansDeaths,observationdate_value,count
74438,184896,National authorities,-6.3660000000000005,108.255,Asia,Indonesia,Jawa Barat,LINGGAJATI,Exact,28/03/2014,28/03/2014,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",83.0,,83.0,,0.0,,,,,2014.23836,1318
75255,184906,National authorities,-6.403,108.29899999999999,Asia,Indonesia,Jawa Barat,LOBENER LOR,Exact,29/03/2014,29/03/2014,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",65.0,,24.0,,0.0,,,,,2014.2411,1319
75916,184902,National authorities,-6.375,108.333,Asia,Indonesia,Jawa Barat,PEKANDANGAN JAYA,Exact,30/03/2014,30/03/2014,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",,,83.0,,0.0,,,,,2014.24384,1320
48302,184404,OIE,38.67,125.77,Asia,Dem People's Rep of Korea,Hwanghae-bukto,Ryonggung ri village,Centroid Admin2,10/4/14,13/04/2014,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken, domestic, goose",501.0,501.0,136.0,365.0,,,,,,2014.27397,1321
48300,184349,OIE,32.264392,130.936336,Asia,Japan,Kumamoto,Kuma-gun,Centroid Admin2,11/4/14,13/04/2014,Confirmed,Influenza - Avian,H5N8 HPAI,"domestic, chicken",56400.0,200.0,200.0,56200.0,,,,,,2014.27671,1322
24161,184792,OIE,25.030189,121.489521,Asia,Taiwan (Province of China),Taiwan Sheng,"Wanhua District, TAIPEI CITY",Unknown,15/04/2014,2/5/14,Confirmed,Influenza - Avian,H5N2 HPAI,"domestic, chicken",,2.0,2.0,,,,,,,2014.28767,1323
24108,187770,National authorities,-4.644,104.76299999999999,Asia,Indonesia,Lampung,BATU RAJA,Exact,1/5/14,1/5/14,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",,,10.0,,,,,,,2014.33151,1324
24160,187771,National authorities,1.653,101.325,Asia,Indonesia,Riau,LUBUK GAUNG,Exact,2/5/14,2/5/14,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",,,20.0,,,,,,,2014.33425,1325
24424,187768,National authorities,-7.175,112.15100000000001,Asia,Indonesia,Jawa Timur,SIDOMULYO,Exact,6/5/14,6/5/14,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",,,113.0,,,,,,,2014.34521,1326
24484,187775,National authorities,-3.505,103.806,Asia,Indonesia,Sumatera Selatan,UJAN MAS BARU,Exact,7/5/14,7/5/14,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",50.0,,28.0,,0.0,,,,,2014.34795,1327
24755,187760,National authorities,-7.902,110.691,Asia,Indonesia,Daerah Istimewa Yogyakarta,JATIASRI,Exact,12/5/14,12/5/14,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",,,110.0,,,,,,,2014.36164,1328
52486,187767,National authorities,-7.825,111.016,Asia,Indonesia,Jawa Tengah,KERJOLOR,Exact,15/05/2014,15/05/2014,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",,,97.0,,,,,,,2014.36986,1329
62189,187764,National authorities,-6.961,108.508,Asia,Indonesia,Jawa Barat,KEDUNGARUM,Exact,19/05/2014,19/05/2014,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",,,156.0,,,,,,,2014.38082,1330
64204,187773,National authorities,-4.011,122.478,Asia,Indonesia,Sulawesi Tenggara,WUA-WUA,Exact,20/05/2014,20/05/2014,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",,,34.0,,,,,,,2014.38356,1331
67712,187762,National authorities,-7.803,110.354,Asia,Indonesia,Daerah Istimewa Yogyakarta,WIROBRAJAN,Exact,22/05/2014,22/05/2014,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",,,4.0,,,,,,,2014.38904,1332
76059,187772,National authorities,-4.0169999999999995,122.544,Asia,Indonesia,Sulawesi Tenggara,ANDUONOHU,Exact,30/05/2014,30/05/2014,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",,,33.0,,,,,,,2014.41096,1333
49162,192555,National authorities,-1.3683,98.885,Asia,Indonesia,Sumatera Barat,"ANDALEH, JORONG KAPALO KOTO",Centroid Admin2,24/06/2014,13/08/2014,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",10.0,10.0,10.0,,0.0,,,,,2014.47945,1334
73534,192548,National authorities,-6.4967,108.21600000000001,Asia,Indonesia,Jawa Barat,NUNUK,Unknown,4/8/14,27/08/2014,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",,103.0,103.0,,0.0,,,,,2014.59178,1335
24496,192547,National authorities,-6.4181,108.40799999999999,Asia,Indonesia,Jawa Barat,JUNTIKEDOKAN,Unknown,5/8/14,7/8/14,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",,39.0,39.0,,0.0,,,,,2014.59452,1336
24436,192553,National authorities,-4.8645,105.03,Asia,Indonesia,Lampung,TANJUNG IMAN,Unknown,6/8/14,6/8/14,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",,15.0,15.0,,,,,,,2014.59726,1337
24498,192551,National authorities,-7.6391,110.316,Asia,Indonesia,Jawa Tengah,TERSANGEDE,Unknown,7/8/14,7/8/14,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",,2.0,2.0,,,,,,,2014.6,1338
52694,192554,National authorities,5.1893,96.655,Asia,Indonesia,Nangroe Aceh Darussalam,MEUNASAH CAPA,Unknown,13/08/2014,15/08/2014,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",28.0,4.0,4.0,,20.0,,,,,2014.61644,1339
72726,192549,National authorities,-6.3443,108.29700000000001,Asia,Indonesia,Jawa Barat,DERMAYU,Unknown,16/08/2014,26/08/2014,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",,200.0,200.0,,0.0,,,,,2014.62466,1340
72727,192542,National authorities,-6.3668,107.971,Asia,Indonesia,Jawa Barat,ANJATAN,Unknown,17/08/2014,26/08/2014,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",,14.0,14.0,,0.0,,,,,2014.6274,1341
61116,192550,National authorities,-6.8464,106.723,Asia,Indonesia,Jawa Barat,BOJONG GENTENG,Unknown,18/08/2014,18/08/2014,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",,31.0,31.0,,,,,,,2014.63014,1342
24592,195153,National authorities,-8.697638000000001,115.224296,Asia,Indonesia,Bali,PANJER,Unknown,9/9/14,9/9/14,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",,,10.0,,,,,,,2014.69041,1343
24730,195154,National authorities,-2.221386,106.19084199999999,Asia,Indonesia,Bangka Belitung,TEMBERAN,Unknown,11/9/14,11/9/14,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",,,62.0,,,,,,,2014.69589,1344
76186,195155,National authorities,-5.051505000000001,119.566796,Asia,Indonesia,Sulawesi Selatan,BONTOA,Unknown,30/09/2014,30/09/2014,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",,,40.0,,,,,,,2014.74795,1345
25300,200710,OIE,35.385037700000005,126.96650159999999,Asia,Republic of Korea,Chollanam-do,"Damyang-gun, Yong-myeon",Unknown,1/10/14,4/3/15,Confirmed,Influenza - Avian,H5N8 HPAI,"domestic, chicken",3.0,3.0,3.0,0.0,,,,,,2014.75068,1346
24248,197897,National authorities,0.654,122.95,Asia,Indonesia,Gorontalo,HUNGGALUWA,Unknown,2/10/14,3/10/14,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",,,392.0,,108.0,,,,,2014.75342,1347
24501,197898,National authorities,0.6466,123.08,Asia,Indonesia,Gorontalo,PILOHAYANGA,Unknown,6/10/14,7/10/14,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",,,60.0,,24.0,,,,,2014.76438,1348
49359,197907,National authorities,0.5583,123.147,Asia,Indonesia,Gorontalo,DEMBE II,Unknown,10/10/14,13/10/2014,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",,,21.0,,0.0,,,,,2014.77534,1349
51420,197899,National authorities,0.5755,123.023,Asia,Indonesia,Gorontalo,TENGGELA,Unknown,13/10/2014,14/10/2014,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",,,80.0,,1.0,,,,,2014.78356,1350
51421,197903,National authorities,0.56,123.08,Asia,Indonesia,Gorontalo,WUMIYALO,Unknown,14/10/2014,14/10/2014,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",,,13.0,,0.0,,,,,2014.7863,1351
52841,197905,National authorities,0.5183,123.11399999999999,Asia,Indonesia,Gorontalo,IPILO,Unknown,15/10/2014,15/10/2014,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",,,89.0,,0.0,,,,,2014.78904,1352
59158,197906,National authorities,0.5495,123.139,Asia,Indonesia,Gorontalo,MOODU,Unknown,16/10/2014,17/10/2014,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",,,15.0,,16.0,,,,,2014.79178,1353
61206,197908,National authorities,0.5955,123.145,Asia,Indonesia,Gorontalo,DULOMO SELATAN,Unknown,17/10/2014,18/10/2014,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",,,900.0,,2300.0,,,,,2014.79452,1354
61207,197912,National authorities,-7.6256,109.348,Asia,Indonesia,Jawa Tengah,KEMIRI,Unknown,18/10/2014,18/10/2014,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",,,2.0,,,,,,,2014.79726,1355
62473,197895,National authorities,0.609,123.25399999999999,Asia,Indonesia,Gorontalo,BONGOPINI,Unknown,19/10/2014,19/10/2014,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",,,262.0,,,,,,,2014.8,1356
64474,197892,National authorities,0.3947,123.87,Asia,Indonesia,Sulawesi Utara,POPODU,Unknown,20/10/2014,20/10/2014,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",,,31.0,,,,,,,2014.80274,1357
66701,197896,National authorities,0.645,122.62799999999999,Asia,Indonesia,Gorontalo,ILOHELUMA,Unknown,21/10/2014,21/10/2014,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",,,76.0,,,,,,,2014.80548,1358
67916,197891,National authorities,0.6417,123.111,Asia,Indonesia,Gorontalo,AYULA SELATAN,Unknown,22/10/2014,22/10/2014,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",,,135.0,,,,,,,2014.80822,1359
25299,200711,OIE,35.186068799999994,127.17004820000001,Asia,Republic of Korea,Chollanam-do,"Hwasun-gun, Buk-myeon",Unknown,27/10/2014,4/3/15,Confirmed,Influenza - Avian,H5N8 HPAI,"domestic, chicken",6.0,6.0,6.0,0.0,,,,,,2014.82192,1360
75534,197911,National authorities,-6.9419,106.975,Asia,Indonesia,Jawa Barat,KEBONPEDES,Unknown,29/10/2014,29/10/2014,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",,,40.0,,,,,,,2014.8274,1361
76699,197904,National authorities,0.56,123.08,Asia,Indonesia,Gorontalo,WUMIYALO,Unknown,31/10/2014,31/10/2014,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",,,527.0,,243.0,,,,,2014.83288,1362
24114,198644,National authorities,0.6899,122.806,Asia,Indonesia,Gorontalo,ILOPONU,Unknown,1/11/14,1/11/14,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",,,9.0,,,,,,,2014.83562,1363
24315,198634,National authorities,-6.1604,106.141,Asia,Indonesia,Banten,DALUNG,Unknown,4/11/14,4/11/14,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",,,2.0,,,,,,,2014.84384,1364
24373,198659,National authorities,-8.5962,116.34,Asia,Indonesia,Nusatenggara Barat,TAMPAK SIRING,Unknown,5/11/14,5/11/14,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",,,60.0,,,,,,,2014.84658,1365
24437,198643,National authorities,0.6776,122.84700000000001,Asia,Indonesia,Gorontalo,BOTUMOPUTI,Unknown,6/11/14,6/11/14,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",,,9.0,,,,,,,2014.84932,1366
24554,198649,National authorities,-7.5619,110.10600000000001,Asia,Indonesia,Jawa Tengah,KALIABU,Unknown,8/11/14,8/11/14,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",,,2.0,,,,,,,2014.85479,1367
24762,198645,National authorities,0.6148,123.023,Asia,Indonesia,Gorontalo,LAWONU,Unknown,12/11/14,12/11/14,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",,,1.0,,,,,,,2014.86575,1368
56624,196465,OIE,52.01927,4.81792,Europe,Netherlands,Zuid-holland,Hekendorp,Unknown,14/11/2014,16/11/2014,Confirmed,Influenza - Avian,H5N8 HPAI,"domestic, chicken",150000.0,1000.0,1000.0,149000.0,,,,,,2014.87123,1369
51482,198654,National authorities,3.0905,117.177,Asia,Indonesia,Kalimantan Timur,PANCA AGUNG,Unknown,14/11/2014,14/11/2014,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",,,700.0,,,,,,,2014.87123,1370
61260,198657,National authorities,-2.7163,107.675,Asia,Indonesia,Bangka Belitung,PAAL SATU,Unknown,18/11/2014,18/11/2014,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",,,100.0,,,,,,,2014.88219,1371
62529,198636,National authorities,-7.8895,110.729,Asia,Indonesia,Daerah Istimewa Yogyakarta,SEMIN,Unknown,19/11/2014,19/11/2014,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",,,300.0,,,,,,,2014.88493,1372
64542,196644,National authorities,52.17199,4.70779,Europe,Netherlands,Zuid-holland,Ter Aar,Unknown,19/11/2014,20/11/2014,Confirmed,Influenza - Avian,H5N8 HPAI,"domestic, chicken",43000.0,100.0,100.0,42900.0,,,,,,2014.88493,1373
64543,198640,National authorities,0.7040000000000001,122.959,Asia,Indonesia,Gorontalo,HEPUHULAWA,Unknown,20/11/2014,20/11/2014,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",,,40.0,,,,,,,2014.88767,1374
66739,196645,National authorities,52.50966,5.939019999999999,Europe,Netherlands,Overijssel,Kamperveen,Unknown,21/11/2014,21/11/2014,Confirmed,Influenza - Avian,H5N8 HPAI,"domestic, chicken",10000.0,500.0,500.0,9500.0,,,,,,2014.89041,1375
66741,198638,National authorities,0.539,123.311,Asia,Indonesia,Gorontalo,DUANO,Unknown,21/11/2014,21/11/2014,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",,,10.0,,,,,,,2014.89041,1376
71933,197916,National authorities,35.6865041,129.0506503,Asia,Republic of Korea,Kyongsangbuk-do,"Sannae-myeon, Gyeongju-si",Unknown,24/11/2014,25/11/2014,Confirmed,Influenza - Avian,H5N8 HPAI,"domestic, chicken",120.0,120.0,120.0,0.0,,,,,,2014.89863,1377
72844,198635,National authorities,-6.2276,106.647,Asia,Indonesia,Banten,PANUNGGANGAN UTARA,Unknown,26/11/2014,26/11/2014,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",,,95.0,,,,,,,2014.90411,1378
74856,198639,National authorities,0.7322,122.79299999999999,Asia,Indonesia,Gorontalo,MOTILANGO,Unknown,28/11/2014,28/11/2014,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",,,20.0,,,,,,,2014.90959,1379
24594,198079,National authorities,10.0381,106.0635,Asia,Viet Nam,Vinh Long,"Hoa Binh, Hoa Binh, Tra On",Unknown,29/11/2014,9/12/14,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",280.0,160.0,160.0,120.0,,,,,,2014.91233,1380
24182,197858,National authorities,49.171042,-121.95098999999999,Americas,Canada,British Columbia / Colombie-Britannique,Chilliwack,Unknown,30/11/2014,2/12/14,Confirmed,Influenza - Avian,H5N2 HPAI,"domestic, chicken",7000.0,700.0,700.0,,,,,,,2014.91507,1381
24116,200244,National authorities,-7.3338,110.167,Asia,Indonesia,Jawa Tengah,TLOGOMULYO,Unknown,1/12/14,1/12/14,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",,,22.0,,,,,,,2014.91781,1382
24671,198057,OIE,49.052273,-122.30595,Americas,Canada,British Columbia / Colombie-Britannique,"BC-2014-NAI-003, Abbotsford ",Unknown,2/12/14,10/12/14,Confirmed,Influenza - Avian,H5N2 HPAI,"domestic, chicken",14000.0,250.0,250.0,13750.0,,,,,,2014.92055,1383
24595,198083,National authorities,9.8265,106.0959,Asia,Viet Nam,Tra Vinh,"Phong Phu, Phong Phu, Cau Ke",Unknown,2/12/14,9/12/14,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",177.0,177.0,100.0,77.0,,,,,,2014.92055,1384
24674,198058,OIE,49.052273,-122.30595,Americas,Canada,British Columbia / Colombie-Britannique,"BC-2014-NAI-004, Abbotsford ",Unknown,2/12/14,10/12/14,Confirmed,Influenza - Avian,H5N2 HPAI,"domestic, chicken",27000.0,22.0,22.0,26978.0,,,,,,2014.92055,1385
24183,200246,National authorities,-0.1701,100.06200000000001,Asia,Indonesia,Sumatera Barat,TILATANG KAMANG,Centroid Admin2,2/12/14,2/12/14,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",,,20.0,,,,,,,2014.92055,1386
24593,198080,National authorities,9.704,106.4351,Asia,Viet Nam,Tra Vinh,"Thanh Hoa Son, Thanh Hoa Son, Cau Ngang",Unknown,5/12/14,9/12/14,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",750.0,650.0,500.0,250.0,,,,,,2014.92877,1387
24509,200243,National authorities,-6.4733,107.885,Asia,Indonesia,Jawa Barat,CIPUNAGARA,Unknown,7/12/14,7/12/14,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",,,1.0,,,,,,,2014.93425,1388
24764,198085,OIE,49.05227,-122.30595,Americas,Canada,British Columbia / Colombie-Britannique,"BC-2014-NAI-007, Abbotsford ",Unknown,8/12/14,12/12/14,Confirmed,Influenza - Avian,H5N2 HPAI,"domestic, chicken",17500.0,200.0,200.0,,,,,,,2014.93699,1389
65514,200756,National authorities,0.6301640000000001,122.814,Asia,Indonesia,Gorontalo,MOLOWAHU,Unknown,8/12/14,21/01/2015,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",,,30.0,,0.0,,,,,2014.93699,1390
24765,198086,OIE,49.05227,-122.30595,Americas,Canada,British Columbia / Colombie-Britannique,"BC-2014-NAI-008, Abbotsford ",Unknown,9/12/14,12/12/14,Confirmed,Influenza - Avian,H5N2 HPAI,"domestic, chicken",8800.0,55.0,55.0,,,,,,,2014.93973,1391
24673,200233,National authorities,0.5397,123.194,Asia,Indonesia,Gorontalo,KABILA,Unknown,10/12/14,10/12/14,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",108.0,,30.0,,78.0,,,,,2014.94247,1392
57000,198203,National authorities,49.10595,-122.63718999999999,Americas,Canada,British Columbia / Colombie-Britannique,"BC-2014-NAI-010, Langley District",Unknown,13/12/2014,16/12/2014,Confirmed,Influenza - Avian,H5N2 HPAI,"domestic, chicken",530000.0,15.0,15.0,53185.0,,,,,,2014.95068,1393
56999,198119,OIE,32.67972,131.697586,Asia,Japan,Miyazaki,"Kawachimyo, Nobeoka City",Unknown,14/12/2014,16/12/2014,Confirmed,Influenza - Avian,H5N8 HPAI,"domestic, chicken",4031.0,31.0,31.0,4000.0,,,,,,2014.95342,1394
68201,198220,National authorities,49.10595,-122.63718999999999,Americas,Canada,British Columbia / Colombie-Britannique,"BC-2014-NAI-011, Langley District",Unknown,16/12/2014,22/12/2014,Confirmed,Influenza - Avian,H5N2 HPAI,"domestic, chicken",11800.0,60.0,60.0,0.0,0.0,,,,,2014.9589,1395
61326,198222,OIE,43.12,-123.41,Americas,United States of America,Oregon,Douglas County,Unknown,16/12/2014,18/12/2014,Confirmed,Influenza - Avian,H5N8 HPAI,"domestic, unspecified bird, domestic, chicken, domestic, guinea fowl, domestic, duck, domestic, geese",130.0,28.0,28.0,0.0,,,,,,2014.9589,1396
59391,200234,National authorities,0.585,123.14200000000001,Asia,Indonesia,Gorontalo,TILONGKABILA,Unknown,17/12/2014,17/12/2014,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",,,160.0,,,,,,,2014.96164,1397
68203,200236,National authorities,0.5545,123.133,Asia,Indonesia,Gorontalo,TILONGKABILA,Unknown,22/12/2014,22/12/2014,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",200.0,,20.0,,98.0,,,,,2014.97534,1398
75646,198339,National authorities,31.962219,131.299922,Asia,Japan,Miyazaki,Takaokatyoo,Unknown,28/12/2014,29/12/2014,Confirmed,Influenza - Avian,H5 HPAI,"domestic, chicken",42030.0,30.0,30.0,42000.0,,,,,,2014.99178,1399
76301,198381,National authorities,34.371919,131.1865,Asia,Japan,Yamaguti,Nagato-shi,Unknown,29/12/2014,30/12/2014,Confirmed,Influenza - Avian,H5 HPAI,"domestic, chicken",37017.0,17.0,17.0,37000.0,,,,,,2014.99452,1400
25974,198679,OIE,12.0356,8.48013,Africa,Nigeria,Kano,"Kurna, Dala",Unknown,2/1/15,9/1/15,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",1568.0,1568.0,1370.0,198.0,,,,,,2015.00548,1401
25004,200782,National authorities,9.9724,8.8021,Africa,Nigeria,Plateau,Gamajigo,Unknown,3/1/15,3/2/15,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",8790.0,39.0,39.0,8751.0,,,,,,2015.00822,1402
25384,200752,National authorities,-7.913187,110.249,Asia,Indonesia,Daerah Istimewa Yogyakarta,SIDOREJO,Unknown,5/1/15,5/1/15,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",,,50.0,,,,,,,2015.0137,1403
25464,200749,National authorities,-6.103895,106.154,Asia,Indonesia,Banten,UNYUR,Unknown,6/1/15,6/1/15,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",,,4.0,,,,,,,2015.01644,1404
25978,198684,National authorities,22.51628611,120.60368059999999,Asia,Taiwan (Province of China),Taiwan Sheng,"Xinpi Township, Pingtung County",Unknown,6/1/15,9/1/15,Confirmed,Influenza - Avian,H5N2 HPAI,"domestic, chicken",120000.0,3.0,3.0,,,,,,,2015.01644,1405
53368,198884,OIE,11.7168,8.3601,Africa,Nigeria,Kano,"Shagari Qtrs, Kumbotso",Unknown,7/1/15,16/01/2015,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",1500.0,470.0,470.0,20.0,60.0,,,,,2015.01918,1406
53348,198886,OIE,11.8252,8.2423,Africa,Nigeria,Kano,Minjibir,Unknown,8/1/15,16/01/2015,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",12057.0,2249.0,2249.0,0.0,0.0,,,,,2015.02192,1407
53377,198883,OIE,11.9146,8.3024,Africa,Nigeria,Kano,"Gangarangamawa Qtrs, Gwale",Unknown,11/1/15,16/01/2015,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",570.0,172.0,172.0,,,,,,,2015.03014,1408
67628,202205,OIE,23.3305,120.272,Asia,Taiwan (Province of China),Taiwan Sheng,"Yanshui District, TAINAN CITY",Unknown,12/1/15,22/04/2015,Confirmed,Influenza - Avian,H5N2 LPAI,"domestic, chicken",17400.0,,10738.0,6662.0,0.0,,,,,2015.03288,1409
67627,202206,OIE,22.5823,120.61,Asia,Taiwan (Province of China),Taiwan Sheng,"Wanluan Township, PINGTUNG COUNTY",Unknown,13/01/2015,22/04/2015,Confirmed,Influenza - Avian,H5N2 LPAI,"domestic, chicken",50940.0,,11660.0,39280.0,0.0,,,,,2015.03562,1410
53358,198885,OIE,11.93334,8.50961,Africa,Nigeria,Kano,"Beichi, Kumbotso",Unknown,13/01/2015,16/01/2015,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",10310.0,922.0,922.0,0.0,0.0,,,,,2015.03562,1411
44768,200759,National authorities,-6.735925999999999,108.196,Asia,Indonesia,Jawa Barat,GENTENG,Unknown,13/01/2015,13/01/2015,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",,,160.0,,,,,,,2015.03562,1412
30955,202760,OIE,22.5326,120.605,Asia,Taiwan (Province of China),Taiwan Sheng,"Wanluan Township, PINGTUNG COUNTY",Unknown,15/01/2015,12/5/15,Confirmed,Influenza - Avian,H5N8 HPAI,"domestic, chicken",90000.0,4000.0,4000.0,86000.0,,,,,,2015.0411,1413
68384,199259,OIE,11.9289,8.3072,Africa,Nigeria,Kano,Ungogo,Unknown,18/01/2015,23/01/2015,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",4000.0,66.0,66.0,0.0,,,,,,2015.04932,1414
65454,199182,OIE,6.3870000000000005,5.596,Africa,Nigeria,Edo,"Adua, Egbor",Unknown,19/01/2015,21/01/2015,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",410.0,200.0,200.0,,,,,,,2015.05205,1415
61637,200765,National authorities,1.97606,101.65100000000001,Asia,Indonesia,Riau,PARIT KEBUMEN,Unknown,19/01/2015,19/01/2015,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",,,59.0,,,,,,,2015.05205,1416
63100,200750,National authorities,-7.860922,110.28200000000001,Asia,Indonesia,Daerah Istimewa Yogyakarta,TRIWIDADI,Unknown,20/01/2015,20/01/2015,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",,,300.0,,,,,,,2015.05479,1417
75085,199926,National authorities,48.4431,-119.652,Americas,United States of America,Washington,Okanogan,Unknown,21/01/2015,29/01/2015,Confirmed,Influenza - Avian,H5N2 HPAI,"domestic, chicken",70.0,40.0,40.0,,,,,,,2015.05753,1418
72154,199723,FAO Field Officer,12.233452999999999,9.316533999999999,Africa,Nigeria,Jigawa,Ringim,Centroid Admin2,21/01/2015,26/01/2015,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",300.0,30.0,30.0,0.0,,,,,,2015.05753,1419
30949,202765,OIE,24.2734,120.648,Asia,Taiwan (Province of China),Taiwan Sheng,"Shengang District, TAICHUNG CITY",Unknown,22/01/2015,12/5/15,Confirmed,Influenza - Avian,H5N2 LPAI,"domestic, chicken",44200.0,,26360.0,17840.0,0.0,,,,,2015.06027,1420
67247,200761,National authorities,-6.814132000000001,108.272,Asia,Indonesia,Jawa Barat,BABAKAN MAJETI,Unknown,22/01/2015,22/01/2015,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",,,30.0,,,,,,,2015.06027,1421
68386,200762,National authorities,-6.571441,107.759,Asia,Indonesia,Jawa Barat,PASIRKAREUMBI,Unknown,23/01/2015,23/01/2015,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",,,13.0,,,,,,,2015.06301,1422
73880,199535,National authorities,32.451838,119.92126499999999,Asia,China,Jiangsu Sheng,"Farm, Taixing, Taizhou",Unknown,24/01/2015,28/01/2015,Confirmed,Influenza - Avian,H5N2 HPAI,"domestic, chicken",40896.0,1616.0,1616.0,39280.0,,,,,,2015.06575,1423
