,Id,source,latitude,longitude,region,country,admin1,localityName,localityQuality,observationDate,reportingDate,status,disease,serotypes,speciesDescription,sumAtRisk,sumCases,sumDeaths,sumDestroyed,sumSlaughtered,humansGenderDesc,humansAge,humansAffected,humansDeaths,observationdate_value,count
50802,227022,OIE,37.164384999999996,126.853916,Asia,Republic of Korea,Kyonggi-do,Hwasung-si,Exact,3/1/17,14/04/2017,Confirmed,Influenza - Avian,H5N6 HPAI,"domestic, chicken",62350.0,1100.0,1100.0,61250.0,0.0,,,,,2017.00822,2071
40400,222069,OIE,51.89,11.72,Europe,Germany,Sachsen-Anhalt,Staͻfurt,Unknown,3/1/17,9/1/17,Confirmed,Influenza - Avian,H5N8 HPAI,"domestic, chicken",33330.0,70.0,70.0,33260.0,0.0,,,,,2017.00822,2072
50863,227021,OIE,38.006988,128.345699,Asia,Republic of Korea,Kang-won-do,Inje-si,Exact,3/1/17,14/04/2017,Confirmed,Influenza - Avian,H5N6 HPAI,"domestic, chicken",28407.0,7.0,7.0,28400.0,0.0,,,,,2017.00822,2073
40385,221697,OIE,23.764720999999998,120.249298,Asia,Taiwan (Province of China),Taiwan Sheng,Mailiao Township,Unknown,5/1/17,9/1/17,Confirmed,Influenza - Avian,H5N2 HPAI,"domestic, chicken",3738.0,1066.0,1066.0,2672.0,0.0,,,,,2017.0137,2074
50817,227024,OIE,37.843168,127.00169299999999,Asia,Republic of Korea,Kyonggi-do,Yangju-si,Exact,5/1/17,14/04/2017,Confirmed,Influenza - Avian,H5N6 HPAI,"domestic, chicken",24101.0,200.0,200.0,23901.0,0.0,,,,,2017.0137,2075
38968,223583,National authorities,-4.690228,105.171,Asia,Indonesia,Lampung,MARGO DADI,Exact,5/1/17,5/1/17,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",,,35.0,,,,,,,2017.0137,2076
39740,223400,OIE,23.75389,120.22056,Asia,Taiwan (Province of China),Taiwan Sheng,Taixi Township,Exact,6/1/17,6/2/17,Confirmed,Influenza - Avian,H5N2 HPAI,"domestic, chicken",500.0,467.0,467.0,33.0,0.0,,,,,2017.01644,2077
50853,227026,OIE,37.502668,127.06939299999999,Asia,Republic of Korea,Seoul,Hoengsung-gun,Exact,6/1/17,14/04/2017,Confirmed,Influenza - Avian,H5N6 HPAI,"domestic, chicken",13.0,12.0,12.0,1.0,0.0,,,,,2017.01644,2078
65926,224175,OIE,13.48,2.14,Africa,Niger,Niamey,Niamey,Exact,7/1/17,21/02/2017,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",33537.0,4893.0,2993.0,0.0,30500.0,,,,,2017.01918,2079
50801,227028,OIE,37.855699,126.9792,Asia,Republic of Korea,Kyonggi-do,Yangju-si,Exact,7/1/17,14/04/2017,Confirmed,Influenza - Avian,H5N6 HPAI,"domestic, chicken",12948.0,1118.0,1118.0,11830.0,0.0,,,,,2017.01918,2080
72204,222942,OIE,43.2628,46.2498,Europe,Russian Federation,Chechnya Rep.,Ojskhara,Unknown,8/1/17,26/01/2017,Confirmed,Influenza - Avian,H5 HPAI,"domestic, chicken",80.0,79.0,79.0,1.0,0.0,,,,,2017.02192,2081
50854,227029,OIE,37.015449,127.19401699999999,Asia,Republic of Korea,Kyonggi-do,Ansung-si,Exact,8/1/17,14/04/2017,Confirmed,Influenza - Avian,H5N6 HPAI,"domestic, chicken",137190.0,12.0,12.0,137178.0,0.0,,,,,2017.02192,2082
50798,227030,OIE,36.964371,127.238262,Asia,Republic of Korea,Kyonggi-do,Ansung-si,Exact,9/1/17,14/04/2017,Confirmed,Influenza - Avian,H5N6 HPAI,"domestic, chicken",99491.0,3887.0,3887.0,95604.0,0.0,,,,,2017.02466,2083
39738,223401,OIE,23.639212,120.302376,Asia,Taiwan (Province of China),Taiwan Sheng,Yuanchang Township,Exact,9/1/17,6/2/17,Confirmed,Influenza - Avian,H5N2 HPAI,"domestic, chicken",20000.0,3199.0,3199.0,16801.0,0.0,,,,,2017.02466,2084
39739,221549,OIE,10.26622,7.113044,Africa,Nigeria,Kaduna,Chikun,Exact,9/1/17,6/2/17,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",6500.0,547.0,547.0,5953.0,,,0.0,,,2017.02466,2085
50837,227031,OIE,37.120870000000004,127.416486,Asia,Republic of Korea,Kyonggi-do,Ansung-si,Exact,9/1/17,14/04/2017,Confirmed,Influenza - Avian,H5N6 HPAI,"domestic, chicken",144.0,30.0,30.0,114.0,0.0,,,,,2017.02466,2086
41622,231337,OIE,23.69386,120.24986000000001,Asia,Taiwan (Province of China),Taiwan Sheng,Dongshi Township,Exact,9/1/17,11/10/17,Confirmed,Influenza - Avian,H5N2 HPAI,"domestic, chicken",3.0,3.0,3.0,0.0,0.0,,,,,2017.02466,2087
61765,222830,OIE,49.062168,21.41713,Europe,Slovakia,Presov,Chmelov (Podhrabina),Exact,10/1/17,19/01/2017,Confirmed,Influenza - Avian,H5N8 HPAI,"domestic, chicken",25.0,14.0,14.0,11.0,0.0,,,,,2017.0274,2088
50850,227032,OIE,36.916453000000004,127.049128,Asia,Republic of Korea,Kyonggi-do,Asan-si,Exact,10/1/17,14/04/2017,Confirmed,Influenza - Avian,H5N6 HPAI,"domestic, chicken",100013.0,13.0,13.0,100000.0,0.0,,,,,2017.0274,2089
39765,221550,OIE,10.249,9.6065,Africa,Nigeria,Bauchi,Bauchi,Centroid Locality,10/1/17,6/2/17,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",120.0,6.0,6.0,114.0,,,0.0,,,2017.0274,2090
39736,223402,OIE,23.757828,120.24703600000001,Asia,Taiwan (Province of China),Taiwan Sheng,Mailiao Township,Exact,11/1/17,6/2/17,Confirmed,Influenza - Avian,H5N2 HPAI,"domestic, chicken",24000.0,7368.0,7368.0,16632.0,0.0,,,,,2017.03014,2091
41425,223568,National authorities,-2.2646490000000004,115.33,Asia,Indonesia,Kalimantan Selatan,HARUS,Exact,11/1/17,11/1/17,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",,,1000.0,,,,,,,2017.03014,2092
50811,227035,OIE,37.891459000000005,127.007609,Asia,Republic of Korea,Kyonggi-do,Yangju-si,Exact,12/1/17,14/04/2017,Confirmed,Influenza - Avian,H5N6 HPAI,"domestic, chicken",9287.0,227.0,227.0,9060.0,0.0,,,,,2017.03288,2093
41818,223565,National authorities,-6.832683,108.214,Asia,Indonesia,Jawa Barat,MAJALENGKA KULON,Exact,12/1/17,12/1/17,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",,,96.0,,,,,,,2017.03288,2094
63343,222661,OIE,43.6397,-0.48555600000000004,Europe,France,Aquitaine,SAMADET,Unknown,12/1/17,20/01/2017,Confirmed,Influenza - Avian,H5N8 HPAI,"domestic, chicken",5720.0,69.0,69.0,5651.0,0.0,,,,,2017.03288,2095
50838,227034,OIE,38.138739,127.06673500000001,Asia,Republic of Korea,Kyonggi-do,Yeonchun-gun,Exact,12/1/17,14/04/2017,Confirmed,Influenza - Avian,H5N6 HPAI,"domestic, chicken",8670.0,30.0,30.0,8640.0,0.0,,,,,2017.03288,2096
39767,221551,OIE,10.2489,9.457,Africa,Nigeria,Bauchi,Bauchi,Centroid Locality,12/1/17,6/2/17,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",43.0,3.0,3.0,40.0,,,0.0,,,2017.03288,2097
37277,224440,OIE,23.7272,120.244,Asia,Taiwan (Province of China),Taiwan Sheng,Dongshi Township,Exact,13/01/2017,1/3/17,Confirmed,Influenza - Avian,H5N2 HPAI,"domestic, chicken",20000.0,697.0,697.0,19303.0,0.0,,,,,2017.03562,2098
63312,222667,OIE,43.6747,-0.355,Europe,France,Aquitaine,BAHUS SOUBIRAN,Unknown,13/01/2017,20/01/2017,Confirmed,Influenza - Avian,H5N8 HPAI,"domestic, chicken",6000.0,100.0,100.0,5900.0,0.0,,,,,2017.03562,2099
39717,223404,OIE,23.780886,120.307984,Asia,Taiwan (Province of China),Taiwan Sheng,Lunbei Township,Exact,14/01/2017,6/2/17,Confirmed,Influenza - Avian,H5N2 HPAI,"domestic, chicken",19000.0,8271.0,8271.0,10729.0,0.0,,,,,2017.03836,2100
53409,222793,OIE,35.506132,136.781345,Asia,Japan,Gifu,Yamagata-shi,Exact,14/01/2017,16/01/2017,Confirmed,Influenza - Avian,H5N6 HPAI,"domestic, chicken",78184.0,100.0,100.0,78084.0,0.0,,,,,2017.03836,2101
50824,227036,OIE,37.032359,127.290132,Asia,Republic of Korea,Kyonggi-do,Ansung-si,Exact,14/01/2017,14/04/2017,Confirmed,Influenza - Avian,H5N6 HPAI,"domestic, chicken",108687.0,80.0,80.0,108607.0,0.0,,,,,2017.03836,2102
63347,222673,OIE,43.6397,-0.48555600000000004,Europe,France,Aquitaine,SAMADET,Unknown,14/01/2017,20/01/2017,Confirmed,Influenza - Avian,H5N8 HPAI,"domestic, chicken",4200.0,25.0,25.0,0.0,0.0,,,,,2017.03836,2103
73088,223027,OIE,43.743056,-0.481667,Europe,France,Aquitaine,MONTGAILLARD,Exact,15/01/2017,27/01/2017,Confirmed,Influenza - Avian,H5N8 HPAI,"domestic, chicken",6300.0,,35.0,6265.0,,,,,,2017.0411,2104
39716,223405,OIE,23.71407,120.29333999999999,Asia,Taiwan (Province of China),Taiwan Sheng,Baozhong Township,Exact,16/01/2017,6/2/17,Confirmed,Influenza - Avian,H5N2 HPAI,"domestic, chicken",10000.0,9000.0,9000.0,1000.0,0.0,,,,,2017.04384,2105
53425,223574,National authorities,-5.378919000000001,105.296,Asia,Indonesia,Lampung,KORPRI JAYA,Exact,16/01/2017,16/01/2017,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",,,6.0,,,,,,,2017.04384,2106
69997,224323,OIE,47.8139,17.4933,Europe,Hungary,Gyor-moson-sopron,́sv͍nyr͍r�_,Exact,17/01/2017,24/02/2017,Confirmed,Influenza - Avian,H5N8 HPAI,"domestic, chicken",28999.0,6000.0,5900.0,23099.0,0.0,,,,,2017.04658,2107
57657,223575,National authorities,-5.366902,105.285,Asia,Indonesia,Lampung,SUKARAME,Exact,17/01/2017,17/01/2017,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",,,60.0,,,,,,,2017.04658,2108
73084,223032,OIE,43.6133,-0.43444399999999994,Europe,France,Aquitaine,ARBOUCAVE,Exact,17/01/2017,27/01/2017,Confirmed,Influenza - Avian,H5N8 HPAI,"domestic, chicken",27500.0,,45.0,27455.0,,,,,,2017.04658,2109
39744,223049,OIE,9.9346,8.7439,Africa,Nigeria,Plateau,Kufang,Exact,18/01/2017,6/2/17,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",2500.0,350.0,20.0,2170.0,0.0,,0.0,,,2017.04932,2110
59650,223556,National authorities,-6.200143,106.179,Asia,Indonesia,Banten,SUKALAKSANA,Exact,18/01/2017,18/01/2017,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",,,11.0,,,,,,,2017.04932,2111
61762,223576,National authorities,-5.366902,105.285,Asia,Indonesia,Lampung,SUKARAME,Exact,19/01/2017,19/01/2017,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",,,150.0,,,,,,,2017.05205,2112
47245,223490,OIE,37.127990000000004,49.309059999999995,Asia,Iran  (Islamic Republic of),Gilan,Supertoyure Farm,Exact,20/01/2017,13/02/2017,Confirmed,Influenza - Avian,H5N8 HPAI,"domestic, chicken",73242.0,20100.0,13000.0,60242.0,0.0,,,,,2017.05479,2113
75882,223050,OIE,9.9306,8.7146,Africa,Nigeria,Plateau,Kufang,Exact,20/01/2017,30/01/2017,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",1500.0,60.0,60.0,1440.0,0.0,,0.0,,,2017.05479,2114
50861,227037,OIE,37.168991,126.87061200000001,Asia,Republic of Korea,Kyonggi-do,Hwaseong-si,Exact,20/01/2017,14/04/2017,Confirmed,Influenza - Avian,H5N6 HPAI,"domestic, chicken",29845.0,10.0,10.0,29835.0,0.0,,,,,2017.05479,2115
63384,223578,National authorities,-5.3484620000000005,105.31200000000001,Asia,Indonesia,Lampung,WAY HUWI,Exact,20/01/2017,20/01/2017,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",,,7.0,,,,,,,2017.05479,2116
73081,222955,OIE,9.4319,105.5116,Asia,Viet Nam,Bac Lieu,Vinh Phu A,Exact,21/01/2017,27/01/2017,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",2785.0,700.0,400.0,2385.0,0.0,,0.0,,,2017.05753,2117
50816,227039,OIE,37.176473,126.770525,Asia,Republic of Korea,Kyonggi-do,Hwaseong-si,Exact,21/01/2017,14/04/2017,Confirmed,Influenza - Avian,H5N6 HPAI,"domestic, chicken",30157.0,203.0,203.0,29954.0,0.0,,,,,2017.05753,2118
65536,223562,National authorities,-3.885106,102.30799999999999,Asia,Indonesia,Bengkulu,SUKA RAMI,Exact,21/01/2017,21/01/2017,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",,,50.0,,,,,,,2017.05753,2119
47248,223492,OIE,36.5248,59.2155,Asia,Iran  (Islamic Republic of),Khorasan,Toos Farm,Exact,22/01/2017,13/02/2017,Confirmed,Influenza - Avian,H5N8 HPAI,"domestic, chicken",58700.0,3250.0,1000.0,57700.0,0.0,,,,,2017.06027,2120
39741,223406,OIE,23.652518,120.255147,Asia,Taiwan (Province of China),Taiwan Sheng,Sihu Township,Exact,22/01/2017,6/2/17,Confirmed,Influenza - Avian,H5N2 HPAI,"domestic, chicken",1500.0,371.0,371.0,1129.0,0.0,,,,,2017.06027,2121
47247,223493,OIE,36.582,59.2681,Asia,Iran  (Islamic Republic of),Khorasan,Milani Farm,Exact,23/01/2017,13/02/2017,Confirmed,Influenza - Avian,H5N8 HPAI,"domestic, chicken",53651.0,11000.0,5000.0,,0.0,,,,,2017.06301,2122
53831,224003,OIE,32.368978999999996,34.991707,Asia,Israel,Central District,OMEZ,Unknown,23/01/2017,16/02/2017,Confirmed,Influenza - Avian,H5N8 HPAI,"domestic, chicken",33000.0,,1000.0,32000.0,0.0,,,,,2017.06301,2123
39743,223323,OIE,9.916667,8.9,Africa,Nigeria,Plateau,Jos north,Exact,23/01/2017,6/2/17,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",4000.0,27.0,27.0,3973.0,0.0,,0.0,,,2017.06301,2124
68398,223584,National authorities,1.652643,101.46700000000001,Asia,Indonesia,Riau,PURNAMA,Exact,23/01/2017,23/01/2017,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",,,20.0,,,,,,,2017.06301,2125
39773,223322,OIE,9.916667,8.9,Africa,Nigeria,Plateau,Jos north,Exact,23/01/2017,6/2/17,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",230.0,2.0,2.0,228.0,0.0,,0.0,,,2017.06301,2126
50796,227041,OIE,38.017377,127.33251499999999,Asia,Republic of Korea,Kyonggi-do,Pocheon-si,Exact,24/01/2017,14/04/2017,Confirmed,Influenza - Avian,H5N6 HPAI,"domestic, chicken",11990.0,11840.0,11840.0,150.0,0.0,,,,,2017.06575,2127
70006,224325,OIE,46.9941,20.3783,Europe,Hungary,Jasz-nagykun-szolnok,Mezohͩk,Exact,24/01/2017,24/02/2017,Confirmed,Influenza - Avian,H5N8 HPAI,"domestic, chicken",120000.0,280.0,200.0,119800.0,0.0,,,,,2017.06575,2128
71299,222734,OIE,32.163975,131.473573,Asia,Japan,Miyazaki,Kijo-cho,Unknown,24/01/2017,25/01/2017,Confirmed,Influenza - Avian,H5N6 HPAI,"domestic, chicken",168400.0,150.0,150.0,0.0,0.0,,,,,2017.06575,2129
50822,227042,OIE,38.017377,127.33251499999999,Asia,Republic of Korea,Kyonggi-do,Pocheon-si,Exact,24/01/2017,14/04/2017,Confirmed,Influenza - Avian,H5N6 HPAI,"domestic, chicken",106602.0,99.0,99.0,106503.0,0.0,,,,,2017.06575,2130
69709,223579,National authorities,-5.640983,105.544,Asia,Indonesia,Lampung,MUNJUK SEMPURNA,Exact,24/01/2017,24/01/2017,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",,,32.0,,,,,,,2017.06575,2131
39757,223324,OIE,9.8631,8.8639,Africa,Nigeria,Plateau,Kufang,Exact,24/01/2017,6/2/17,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",903.0,18.0,18.0,885.0,0.0,,0.0,,,2017.06575,2132
69711,223559,National authorities,-6.364896,106.266,Asia,Indonesia,Banten,CIBADAK,Exact,24/01/2017,24/01/2017,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",,,10.0,,,,,,,2017.06575,2133
72202,222929,OIE,44.964074,12.282057,Europe,Italy,Veneto,Porto Viro,Unknown,25/01/2017,26/01/2017,Confirmed,Influenza - Avian,H5N8 HPAI,"domestic, chicken",37000.0,280.0,280.0,0.0,0.0,,,,,2017.06849,2134
47317,223495,OIE,36.58872,52.462109999999996,Asia,Iran  (Islamic Republic of),Mazandaran,Baran jooje Farm,Exact,25/01/2017,13/02/2017,Confirmed,Influenza - Avian,H5N8 HPAI,"domestic, chicken",29503.0,6000.0,83.0,29420.0,0.0,,,,,2017.06849,2135
71302,223571,National authorities,-5.356923,105.23299999999999,Asia,Indonesia,Lampung,KAMPUNG BARU,Exact,25/01/2017,25/01/2017,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",,,15.0,,,,,,,2017.06849,2136
72206,223572,National authorities,-5.36181,105.20700000000001,Asia,Indonesia,Lampung,RAJABASA,Exact,26/01/2017,26/01/2017,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",,,15.0,,,,,,,2017.07123,2137
39256,223441,OIE,49.38778,19.38658,Europe,Slovakia,Zilna,Breza,Unknown,26/01/2017,5/2/17,Confirmed,Influenza - Avian,H5N8 HPAI,"domestic, chicken",44.0,3.0,2.0,42.0,0.0,,,,,2017.07123,2138
73083,223577,National authorities,-5.478785,105.24799999999999,Asia,Indonesia,Lampung,KOTA KARANG,Exact,27/01/2017,27/01/2017,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",,,60.0,,,,,,,2017.07397,2139
39742,223325,OIE,8.896389,7.243056,Africa,Nigeria,Abuja,Kuje,Exact,28/01/2017,6/2/17,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",130000.0,265.0,265.0,129735.0,0.0,,0.0,,,2017.07671,2140
74100,223581,National authorities,-5.148776,105.381,Asia,Indonesia,Lampung,NAMPI REJO,Exact,28/01/2017,28/01/2017,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",,,27.0,,,,,,,2017.07671,2141
37519,223381,OIE,50.33,11.64,Europe,Germany,Bayern,Bad Steben,Exact,28/01/2017,3/2/17,Confirmed,Influenza - Avian,H5N8 HPAI,"domestic, chicken",22.0,14.0,14.0,8.0,0.0,,,,,2017.07671,2142
37236,223091,OIE,49.8422,18.2815,Europe,Czech Republic,Severomoravsky,Ostrava - Svinov,Exact,28/01/2017,1/2/17,Confirmed,Influenza - Avian,H5N8 HPAI,"domestic, chicken",20.0,3.0,3.0,17.0,0.0,,,,,2017.07671,2143
74103,223585,National authorities,-0.590087,100.11,Asia,Indonesia,Sumatera Barat,MANGGUANG,Exact,28/01/2017,28/01/2017,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",,,3.0,,,,,,,2017.07671,2144
37502,223384,OIE,53.42,10.67,Europe,Germany,Mecklenburg-Vorpommern,Schwanheide,Exact,30/01/2017,3/2/17,Confirmed,Influenza - Avian,H5N8 HPAI,"domestic, chicken",106306.0,615.0,615.0,105691.0,0.0,,,,,2017.08219,2145
75886,223580,National authorities,-5.340955999999999,105.20700000000001,Asia,Indonesia,Lampung,HAJIMENA,Exact,30/01/2017,30/01/2017,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",,,3.0,,,,,,,2017.08219,2146
37214,226572,National authorities,-6.656000000000001,107.684,Asia,Indonesia,Jawa Barat,BUMIHAYU,Exact,1/2/17,1/2/17,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",,,200.0,,,,,,,2017.08767,2147
37271,224442,OIE,23.7479,120.229,Asia,Taiwan (Province of China),Taiwan Sheng,Taixi Township,Exact,2/2/17,1/3/17,Confirmed,Influenza - Avian,H5N2 HPAI,"domestic, chicken",9250.0,1790.0,1790.0,7460.0,0.0,,,,,2017.09041,2148
37276,224443,OIE,23.7615,120.245,Asia,Taiwan (Province of China),Taiwan Sheng,Mailiao Township,Exact,3/2/17,1/3/17,Confirmed,Influenza - Avian,H5N2 HPAI,"domestic, chicken",22734.0,720.0,720.0,22014.0,0.0,,,,,2017.09315,2149
40866,224076,OIE,33.2206,130.157497,Asia,Japan,Saga,Kouhoku-machi,Exact,4/2/17,10/2/17,Confirmed,Influenza - Avian,H5N6 HPAI,"domestic, chicken",70783.0,40.0,40.0,70743.0,0.0,,,,,2017.09589,2150
40274,223471,OIE,49.8578,18.5399,Europe,Czech Republic,Severomoravsky,Orlov�,Unknown,4/2/17,8/2/17,Confirmed,Influenza - Avian,H5N8 HPAI,"domestic, chicken",50.0,5.0,5.0,45.0,0.0,,,,,2017.09589,2151
39202,226567,National authorities,-6.1161,106.176,Asia,Indonesia,Banten,TERONDOL,Exact,5/2/17,5/2/17,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",,,100.0,,0.0,,,,,2017.09863,2152
42087,227731,OIE,35.888219,126.90173,Asia,Republic of Korea,Chollabuk-do,Gimje-si,Exact,6/2/17,12/5/17,Confirmed,Influenza - Avian,H5N8 HPAI,"domestic, chicken",110050.0,50.0,50.0,110000.0,0.0,,,,,2017.10137,2153
50830,227043,OIE,35.888219,126.90173,Asia,Republic of Korea,Chollabuk-do,Gimje-si,Exact,6/2/17,14/04/2017,Confirmed,Influenza - Avian,H5N6 HPAI,"domestic, chicken",110050.0,50.0,50.0,110000.0,0.0,,,,,2017.10137,2154
40058,226581,National authorities,-4.7604,104.977,Asia,Indonesia,Lampung,SUMBER AGUNG,Exact,7/2/17,7/2/17,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",,,130.0,,,,,,,2017.10411,2155
65927,223783,OIE,10.7777,7.7939,Africa,Nigeria,Kaduna,Igabi,Exact,8/2/17,21/02/2017,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",12000.0,2000.0,2000.0,10000.0,0.0,,,,,2017.10685,2156
40268,226580,National authorities,-4.8655,105.00200000000001,Asia,Indonesia,Lampung,SUKAMAJU,Exact,8/2/17,8/2/17,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",,,38.0,,,,,,,2017.10685,2157
50825,227044,OIE,37.858883,126.99491499999999,Asia,Republic of Korea,Kyonggi-do,Yangju-si,Exact,9/2/17,14/04/2017,Confirmed,Influenza - Avian,H5N6 HPAI,"domestic, chicken",17140.0,70.0,70.0,17070.0,0.0,,,,,2017.10959,2158
47318,223542,OIE,9.766667,8.8,Africa,Nigeria,Plateau,Low cost,Centroid Locality,9/2/17,13/02/2017,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",3164.0,68.0,68.0,3096.0,,,,,,2017.10959,2159
40743,226583,National authorities,-5.3674,104.904,Asia,Indonesia,Lampung,PATOMAN,Exact,9/2/17,9/2/17,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",,,50.0,,,,,,,2017.10959,2160
37270,224444,OIE,23.741999999999997,120.241,Asia,Taiwan (Province of China),Taiwan Sheng,Taixi Township,Exact,10/2/17,1/3/17,Confirmed,Influenza - Avian,H5N2 HPAI,"domestic, chicken",7125.0,3142.0,3142.0,3983.0,0.0,,,,,2017.11233,2161
40867,226586,National authorities,-5.4691,104.509,Asia,Indonesia,Lampung,KALISARI,Exact,10/2/17,10/2/17,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",,,10.0,,,,,,,2017.11233,2162
65946,223790,OIE,6.7396,6.0966,Africa,Nigeria,Edo,Esan,Exact,10/2/17,21/02/2017,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",8100.0,10.0,10.0,0.0,0.0,,,,,2017.11233,2163
40921,226585,National authorities,-5.365,104.863,Asia,Indonesia,Lampung,RANTAU TIJANG,Exact,10/2/17,10/2/17,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",,,9.0,,,,,,,2017.11233,2164
65941,223784,OIE,9.8675,8.816,Africa,Nigeria,Plateau,Jos,Exact,11/2/17,21/02/2017,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",3579.0,70.0,70.0,3508.0,0.0,,,,,2017.11507,2165
65940,223785,OIE,9.8961,8.8162,Africa,Nigeria,Plateau,Jos,Exact,12/2/17,21/02/2017,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",22524.0,89.0,89.0,22435.0,0.0,,,,,2017.11781,2166
37278,224445,OIE,23.6844,120.25,Asia,Taiwan (Province of China),Taiwan Sheng,Dongshi Township,Exact,13/02/2017,1/3/17,Confirmed,Influenza - Avian,H5N2 HPAI,"domestic, chicken",402.0,402.0,402.0,0.0,0.0,,,,,2017.12055,2167
37279,224453,OIE,23.4383,120.23899999999999,Asia,Taiwan (Province of China),Taiwan Sheng,Puzi City,Exact,13/02/2017,1/3/17,Confirmed,Influenza - Avian,H5N6 HPAI,"domestic, chicken",1000.0,173.0,173.0,827.0,0.0,,,,,2017.12055,2168
58253,224000,OIE,48.317415000000004,16.940653,Europe,Slovakia,Bratislava,Vysoka pri Morave,Unknown,13/02/2017,17/02/2017,Confirmed,Influenza - Avian,H5N8 HPAI,"domestic, chicken",46.0,28.0,28.0,18.0,0.0,,,,,2017.12055,2169
65944,223786,OIE,8.8295,9.991810000000001,Africa,Nigeria,Plateau,Jos,Exact,13/02/2017,21/02/2017,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",7380.0,14.0,14.0,7366.0,0.0,,,,,2017.12055,2170
63894,223950,OIE,51.77,8.45,Europe,Germany,Nordrhein-Westfalen,Delbr�_ck,Unknown,14/02/2017,20/02/2017,Confirmed,Influenza - Avian,H5N8 HPAI,"domestic, chicken",107558.0,245.0,245.0,107313.0,0.0,,,,,2017.12329,2171
65943,223788,OIE,9.9203,8.7342,Africa,Nigeria,Plateau,State Low cost,Exact,14/02/2017,21/02/2017,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",1200.0,51.0,51.0,1149.0,0.0,,,,,2017.12329,2172
50448,226579,National authorities,0.2646,117.43,Asia,Indonesia,Kalimantan Timur,BONTANG BARU,Exact,14/02/2017,14/02/2017,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",,,15.0,,,,,,,2017.12329,2173
65947,223787,OIE,9.8717,8.7293,Africa,Nigeria,Plateau,Bassa,Exact,14/02/2017,21/02/2017,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",1500.0,10.0,10.0,1490.0,0.0,,,,,2017.12329,2174
50449,226573,National authorities,-6.531000000000001,107.68799999999999,Asia,Indonesia,Jawa Barat,KALIJATI TIMUR,Exact,14/02/2017,14/02/2017,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",,,4.0,,,,,,,2017.12329,2175
65942,223789,OIE,9.8101,8.9077,Africa,Nigeria,Plateau,Jos,Exact,15/02/2017,21/02/2017,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",2500.0,66.0,66.0,2434.0,0.0,,,,,2017.12603,2176
